idsbr;nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;status_perusahaan;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;latitude;longitude;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;kegiatan_usahanya;kategori;KBLI;hasilgc
17635459;RUMAH MAKAN BUNDA;Jl pos brantas No.3, RT.3/RW.1, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IkEzTVhtZ0RDb3g2MzcvSFlWS1pLa0E9PSIsInZhbHVlIjoiZW42SHNldS9mQ3BUTEFBMWNETzJGUT09IiwibWFjIjoiZGQ0NzhjNjNkNjgzYThmOWJiZDkxMDE1NzgyNDBhMzU5N2QwZmZiMTc2ZjBhZWE5YWViNTg3ZDQ0N2JjMzhlYSIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: Restoran Indonesia, Kategori: I, KBLI: -]; [Kegiatan Usaha: , Kategori: I, KBLI: ]";;;31/12/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,179127;106,811134;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17646276;TK DARUSSALAM;Jl. Bila No.25 4, RT.4/RW.3, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IlBSM1lGdUJGVEY0NkhnVHVneUxQanc9PSIsInZhbHVlIjoib3lQTHo4djZjTFdFZWxJSnhiNitsZz09IiwibWFjIjoiNGRmOGM4YzhlNzM2Y2MxNTY2MWM1MjFlMmRhMWUwYmI2YmQ2ZTJlNzkwZjAzMWRmOWU4NDRiMjBhNzEwNzJkMCIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: Sekolah, Kategori: P, KBLI: -]; [Kegiatan Usaha: , Kategori: P, KBLI: ]";;;31/12/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,174211;106,807632;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17672902;WARUNG KOPI SANTAI;RW.8, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IkwzSVIwR3l1ZE9wK0RiOVI2V2VzS2c9PSIsInZhbHVlIjoibXFqSUlpYjZvMkQ0K24xY0VUa0RNZz09IiwibWFjIjoiN2JkNjI4OWEyYjQ5YTFmMGMxMDk2ZTRjNDRkNDkyMjM0OWFiZTRlMzE1MWMxZWM0NTY4ZTRkZTJlNDgyMDMwZCIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: Kafe, Kategori: I, KBLI: -]; [Kegiatan Usaha: , Kategori: I, KBLI: ]";;;31/12/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,169641;106,803688;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17673616;WARUNG MBA ATUN;JL. KAPUAS NO.3, RT.10/RW.2, CIDENG, KECAMATAN GAMBIR, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10150;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IjF0MVpVbGpRbjVDZHloYWU5YklYd1E9PSIsInZhbHVlIjoiNnFuTElWVElqT1laNWRDME9PN2xTdz09IiwibWFjIjoiMGFiMDQ3Yzg0NDJlMTNiNTFhNDE3OTkwNTVjMDAzM2ZlMGQ1MWZkNTgwYTM1YmU5MWQ3NjU3MDIwYWI1YmJmOSIsInRhZyI6IiJ9;Aktif;;;;;31/12/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,175267;106,811203;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17680568;WARUNG SATE SOLO PAK MARMIN;Jl. Musi No.3A, RT.13/RW.2, Cideng, Gambir, Central Jakarta City, Jakarta 10150;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6InlQOG5ZaWNwQlBRcWxGeDQ5dHJCT0E9PSIsInZhbHVlIjoiT1NHaWMwaUY5bXBFMEJHRjdOZ0hoUT09IiwibWFjIjoiMjY2NDQ5Nzg4ZTBkNzE2MWJiZDQ0YTQzOTQ3OTZjYzk5MjUxOGQ1NWY3YTg1YzE5NWI0MTkzNWY4N2IzYTRmMCIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: Restoran Sate, Kategori: I, KBLI: -]; [Kegiatan Usaha: , Kategori: I, KBLI: ]";;;31/12/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,175719;106,809685;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17700598;PAN ASIA WATER SOLUTIONS;Jl. KH Hasyim Ashari 116 Cideng Gambir Jakarta Pusat DKI Jakarta, RT.7/RW.5, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10140;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IkN0a0FIS1laOG5LbytuZWI4K0ZDSFE9PSIsInZhbHVlIjoiTk1ERTFWcVJzOEZkU2l6OTJuWWlZdz09IiwibWFjIjoiZmY0NzdjMjhmOWU5ZmNlYWE5YTQ2M2NhMGM1MmUwNDE5ZWM5ZTg2ZTEwOGFjMTE0NWMzMjkyMzVhYWEzNWFlNiIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: Pabrik Pengolahan Air, Kategori: E, KBLI: -]; [Kegiatan Usaha: , Kategori: E, KBLI:...";;;31/12/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,167473;106,805107;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716108;SD DARUSSALAM;Jl. Batanghari 42 A Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6InlsUDRRUW1idmFYWDFXOXFCTmhrNUE9PSIsInZhbHVlIjoiU0J3ay9XV25mL3RETzhwdi9qUjA2QT09IiwibWFjIjoiMGJkZjg1MWVjMzQyOTY1YTk0NWMzMmU2ZDhkN2NlZmVmMjE4ZjliMGZiNzY4YTY0YzNmZDkzOGMxZTQwZjhiNSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,175231;106,808408;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716111;SDN Cideng 02 Pg.;Jl. Lematang No. 2 Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6InJtVjRVak1iQzZkaXdoN0tEVHRiUFE9PSIsInZhbHVlIjoia1MwMzRuRUlOMGNtS21JNFhhbmk3QT09IiwibWFjIjoiOTYwMzI3MWVlMDRkNDEwZjViMDFkMDQwM2JiNDY2YzBjOTc1M2QzYzAxZTYyZmFkNWI3YTVlNWU5NzlkODM4NyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,172351;106,809818;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716123;SPS PAUD ASTER VI;Jl. Taman Kota Baru Rt. 011 RW. 06 Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IkZXUHZQTjIxZnoxQkNxQ1RsanNubEE9PSIsInZhbHVlIjoiMkVnZ0RuNHZQQiswS1RPSFAzRk5MZz09IiwibWFjIjoiYzNlNzhkNjdlOGNjZmI4ZmY2YjAzMTY2OWI1NDAzZDRkYThiOTc4Zjc5MjU1NzJiM2UyNjBmYjYwOGNhNjBjNCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,169703;106,805264;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716127;TK DARUSSALAM;Jl. Batang Hari No.42 A Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6ImVQQis5MUc4bTN1NUxUbjdwV0c3ZFE9PSIsInZhbHVlIjoibmIrM05OTVNPaCtFNXFmOGY1cnpIUT09IiwibWFjIjoiNTEyZWY3ZmJiNDM3NWJkMmI5Y2EyYzNiZmVjMzM2OTMzNTFiOGQ2MzJlMzhiMjk4ODJkOWMyNzEyZGZiNjA5OCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,175231;106,808408;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716137;SDN Cideng 04;Jl. Cilamaya No. 1 Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6InNWcnpPNXl6RlpDSlZmS1BKNWtVcVE9PSIsInZhbHVlIjoiN09ETUtGTEN5enoyTXVoS1hnZUxoQT09IiwibWFjIjoiMWIyMjU0NjUxN2MyZjVmMDM5MzliYmM4OWE1NjNkZGUwYTM0MzIzMGE1OGY4MTllMTRmZjBlOWRlYWJmOGNjNCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,177177;106,809998;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716138;SDN CIDENG 07;Jl.Sangihe No.26 CIDENG Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IjV3QlpvV1NPdDZWRWtJOXUwZWppV1E9PSIsInZhbHVlIjoiTHA3Zk1OQjBHZkhpbDdBK1l6ejBSUT09IiwibWFjIjoiNmU5YzExOTRhZjJhNDI0MWE5YTBjNDVkYTMwMzkxNWJkZDJkNzdhM2Q2MmU4NWM4ZjJjNTk5NjQxZWRhZmE0MyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,170651;106,810381;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716139;SDN Cideng 09;Jl. Cilamaya No.1 Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6InU3KzVxaGhwUE93Nm1RRTVKWjVkU1E9PSIsInZhbHVlIjoiVTRhYnNlNHl6UGdyRGlraWMwOGMvdz09IiwibWFjIjoiMWNlMjIzOTBhYmM0OWM0NWQ3NmUxNTNlOTM1OTkwMGI2Y2VhNzNjMWUzNjBkYmM0ZTRiZjc0OTMzMjU0YjRjZiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,177177;106,809998;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716140;SDN Cideng 10;Jl. Cilamaya No. 1 Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IldEQVZvQ3JyaEhZcDVBb08rT1BpSXc9PSIsInZhbHVlIjoiUHFmdmR3d0EyR2IvajFIVG0rNktwUT09IiwibWFjIjoiNWE5OGFjMzI2ZDYxZDViZjA3YTU5YzRkZWE1M2M2YTM4ZTgwMjc1MDFmNzZjNTE2MzFlYjA5YTAwYTY0OWI5ZiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,178207;106,810492;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716141;SDN Cideng 13 Pg.;Jl. Cimalaya No. 1 Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IkhMZUd4Y0RjbEg1aEFhVzRPWllOeUE9PSIsInZhbHVlIjoiM3NzM3R4VElsVU0wQzFPdEFsS204QT09IiwibWFjIjoiMmFmNTk3ZWFiNzk2YWRlODJjYWNkZmU2N2VlM2Y5M2I2ODY1YWQwNTk2NmM3ODUxYzc0ZDcyYzQ3OGFjODIxNCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,178207;106,810492;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716170;SPS PAUD ASTER V;Jl. Makian No.1 Rt 002 Rw 005 Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IlNyVGtCK2pEQVhrdGNoS0pKcjd4c0E9PSIsInZhbHVlIjoiTWVWT0t2RjNoVFpud0ZPdHdiMzVMdz09IiwibWFjIjoiNDc0YmQ0Zjk5OThmMzBjZjE1MWI3OWNmYzdiMzk1ZmZlMzI1OGMyNTljZjFiZTdkNGE4NDhjZjY5YjI3MTgzYSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,167393;106,807312;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716177;TK JAYAKARYA;Jl. Sangihe Dalam Blok B/24 Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6InZxUG9KWEtpaVZXcXgrL3h4MXc3VkE9PSIsInZhbHVlIjoia0Q4bXVzNCtuS0lXWnMvNy9SbmJuZz09IiwibWFjIjoiMjhiMWVhYzA5YWEwNjAzNzViZjJmODg0YmI2ZWZmODc5NTUwNjI5ODE5ZmQxZDRjMmM1ZGIyNjBlMDRkNTdhMyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,169815;106,809974;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17716182;PKBM NEGERI 15 CIDENG;Jl. Cimanuk No.3 B Cideng Kec. Gambir Kota Jakarta Pusat D.K.I. Jakarta;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6InZ5aSsvb0wzN0ZTMVBMbCs1N3ovRGc9PSIsInZhbHVlIjoidmZleGhWb0ZYUkl6T3VTNkU3YmhTZz09IiwibWFjIjoiNGE0MzRhZDIyMzE4Mjk4NWU5YzcxNTQzM2ZkZTljZDkzZjM5YmMwZTI1NDQzMjc4NzQwNGNlOTM3ZDlhYzJjNSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,176546;106,811532;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17719581;SDN Cideng 13 Pg.;Jl. Cimalaya No. 1;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Ijl5UU1GT0FjcEFyeE5GUko3cVFQMHc9PSIsInZhbHVlIjoiWXBXSy9rREhFTWdvWnZmUGNGNWVUdz09IiwibWFjIjoiMWQ5ZWM2YWIzMTdmNzk4N2NjNzA2ZmRmMTMwZmNjYzJmZGU2ZTYwMDgxMDA1YjM2ODg2ZWE2NDM3MzViMzk0ZCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,177667;106,810128;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
17720029;TK JAYAKARYA;Jl. Sangihe Dalam Blok B/24;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IjI0N2ZVMndyS29mUGV3QnpFcWNmSmc9PSIsInZhbHVlIjoiWkVnaThYcUZkL1NTRU00TWlNaTFGQT09IiwibWFjIjoiMDY5NGUyNWM3OWIyODAzZTJhM2EwODk2MGMwYzBlNTFiZjczMGZiOTliZTkxYzY3Nzg3MWY1YTFjMjkwZDIyNCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Pendidikan, Kategori: -, KBLI: -];;;20/10/2025;;Tambahan Daerah s.d 31 Desember 2025;-6,169815;106,809974;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
